Gene_id	Gene_name	Unknown_Barcode	T14A	T0A	T0B	T14B
MSTRG.15744	trnak-cuu	0	0	0	0	0
MSTRG.15745	MSTRG.27341	0	0	0	0	0
MSTRG.15746	trnak-cuu	0	0	0	0	0
MSTRG.15747	MSTRG.27339	0	0	0	0	0
MSTRG.15748	MSTRG.27344	0	0	0	0	0
MSTRG.15749	MSTRG.27343	0	0	0	0	0
MSTRG.1575	MSTRG.2365	0	0	0	0	0
MSTRG.15750	LOC111239928	0	0	0	0	0
MSTRG.15751	creb3l1	0	0	0	0	0
MSTRG.15752	MSTRG.27358	0	0	0	0	0
MSTRG.15753	MSTRG.27357	0	0	0	0	0
MSTRG.15754	ipo5	0	0	0	0	0
MSTRG.15755	unc50	0	0	0	0	0
MSTRG.15756	MSTRG.27362	0	0	0	0	0
MSTRG.15757	MSTRG.27361	0	0	0	0	0
MSTRG.15758	MSTRG.27360	0	0	0	0	0
MSTRG.15759	LOC111239922	0	0	0	0	0
MSTRG.1576	cep85l	0	0	0	0	0
MSTRG.15760	MSTRG.27517	0	0	0	0	0
MSTRG.15761	MSTRG.27516	0	0	0	0	0
MSTRG.15762	MSTRG.27525	0	0	0	0	0
MSTRG.15763	MSTRG.27523	0	0	0	0	0
MSTRG.15764	LOC111240043	0	0	0	0	0
MSTRG.15765	LOC111240042	0	0	0	0	0
MSTRG.15766	tnfaip1	0	0	0	0	0
MSTRG.15767	MSTRG.27531	0	0	0	0	0
MSTRG.15768	ift20	0	0	0	0	0
MSTRG.15769	LOC111240044	0	0	0	0	0
MSTRG.1577	MSTRG.2369	0	0	0	0	0
MSTRG.15770	LOC111240060	0	0	0	0	0
MSTRG.15771	LOC111240056	0	0	0	0	0
MSTRG.15772	LOC111240050	0	0	0	0	0
MSTRG.15773	MSTRG.27557	0	0	0	0	0
MSTRG.15774	LOC111240068	0	0	0	0	0
MSTRG.15775	MSTRG.27553	0	0	0	0	0
MSTRG.15776	sh3yl1	0	0	0	0	0
MSTRG.15777	MSTRG.27564	0	0	0	0	0
MSTRG.15778	MSTRG.27562	0	0	0	0	0
MSTRG.15779	MSTRG.27560	0	0	0	0	0
MSTRG.1578	LOC111236052	0	0	0	0	0
MSTRG.15780	MSTRG.27451	0	0	0	0	0
MSTRG.15781	MSTRG.27450	0	0	0	0	0
MSTRG.15782	LOC111239987	0	0	0	0	0
MSTRG.15783	MSTRG.27447	0	0	0	0	0
MSTRG.15784	MSTRG.27459	0	0	0	0	0
MSTRG.15785	MSTRG.27457	0	0	0	0	0
MSTRG.15786	MSTRG.27455	0	0	0	0	0
MSTRG.15787	LOC111239992	0	0	0	0	0
MSTRG.15788	MSTRG.27465	0	0	0	0	0
MSTRG.15789	LOC111240000	0	0	0	0	0
MSTRG.1579	LOC111216437	0	0	0	0	0
MSTRG.15790	MSTRG.27445	0	0	0	0	0
MSTRG.15791	MSTRG.27493	0	0	0	0	0
MSTRG.15792	MSTRG.27491	0	0	0	0	0
MSTRG.15793	MSTRG.27490	0	0	0	0	0
MSTRG.15794	LOC111240020	0	0	0	0	0
MSTRG.15795	lman2l	0	0	0	0	0
MSTRG.15796	MSTRG.27499	0	0	0	0	0
MSTRG.15797	MSTRG.27497	0	0	0	0	0
MSTRG.15798	LOC111240022	0	0	0	0	0
MSTRG.15799	LOC111240034	0	0	0	0	0
MSTRG.158	MSTRG.22339	0	0	0	0	0
MSTRG.1580	LOC111234151	0	0	0	0	0
MSTRG.15800	LOC111221716	0	0	0	0	0
MSTRG.15801	LOC111221595	0	0	0	0	0
MSTRG.15802	trnaf-gaa	0	0	0	0	0
MSTRG.15803	LOC111221762	0	0	0	0	0
MSTRG.15804	trnaq-uug	0	0	0	0	0
MSTRG.15805	LOC111221864	0	0	0	0	0
MSTRG.15806	tmem233	0	0	0	0	0
MSTRG.15807	trnaf-gaa	0	0	0	0	0
MSTRG.15808	LOC111221462	0	0	0	0	0
MSTRG.15809	LOC111221431	0	0	0	0	0
MSTRG.1581	MSTRG.2292	0	0	0	0	0
MSTRG.15810	LOC111221607	0	0	0	0	0
MSTRG.15811	trnae-uuc	0	0	0	0	0
MSTRG.15812	trnar-acg	0	0	0	0	0
MSTRG.15813	trnar-acg	0	0	0	0	0
MSTRG.15814	znf385a	0	0	0	0	0
MSTRG.15815	LOC111221617	0	0	0	0	0
MSTRG.15816	LOC111221862	0	0	0	0	0
MSTRG.15817	LOC111221609	0	0	0	0	0
MSTRG.15818	LOC111221742	0	0	0	0	0
MSTRG.15819	LOC111221821	0	0	0	0	0
MSTRG.1582	LOC111234234	0	0	0	0	0
MSTRG.15820	trnav-cac	0	0	0	0	0
MSTRG.15821	LOC111221348	0	0	0	0	0
MSTRG.15822	LOC111221347	0	0	0	0	0
MSTRG.15823	LOC111221387	0	0	0	0	0
MSTRG.15824	LOC111221323	0	0	0	0	0
MSTRG.15825	LOC111221666	0	0	0	0	0
MSTRG.15826	LOC111221897	0	0	0	0	0
MSTRG.15827	LOC111221352	0	0	0	0	0
MSTRG.15828	LOC111221350	0	0	0	0	0
MSTRG.15829	trnav-cac	0	0	0	0	0
MSTRG.1583	msmb	0	0	0	0	0
MSTRG.15830	trnaf-gaa	0	0	0	0	0
MSTRG.15831	trnaf-gaa	0	0	0	0	0
MSTRG.15832	LOC111221616	0	0	0	0	0
MSTRG.15833	LOC111221735	0	0	0	0	0
MSTRG.15834	ghrh	0	0	0	0	0
MSTRG.15835	LOC111221796	0	0	0	0	0
MSTRG.15836	LOC111221459	0	0	0	0	0
MSTRG.15837	LOC111221568	0	0	0	0	0
MSTRG.15838	LOC111221456	0	0	0	0	0
MSTRG.15839	prok2	0	0	0	0	0
MSTRG.1584	MSTRG.2298	0	0	0	0	0
MSTRG.15840	LOC111222756	0	0	0	0	0
MSTRG.15841	LOC111222708	0	0	0	0	0
MSTRG.15842	LOC111222707	0	0	0	0	0
MSTRG.15843	cfap221	0	0	0	0	0
MSTRG.15844	LOC111222734	0	0	0	0	0
MSTRG.15845	LOC111222745	0	0	0	0	0
MSTRG.15846	gckr	0	0	0	0	0
MSTRG.15847	LOC111222861	0	0	0	0	0
MSTRG.15848	LOC111222782	0	0	0	0	0
MSTRG.15849	LOC111222677	0	0	0	0	0
MSTRG.1585	tmem14a	0	0	0	0	0
MSTRG.15850	LOC111222832	0	0	0	0	0
MSTRG.15851	LOC111222830	0	0	0	0	0
MSTRG.15852	LOC111222829	0	0	0	0	0
MSTRG.15853	LOC111222933	0	0	0	0	0
MSTRG.15854	LOC111222881	0	0	0	0	0
MSTRG.15855	LOC111222811	0	0	0	0	0
MSTRG.15856	LOC111222927	0	0	0	0	0
MSTRG.15857	LOC111222816	0	0	0	0	0
MSTRG.15858	dlgap3	0	0	0	0	0
MSTRG.15859	LOC111222835	0	0	0	0	0
MSTRG.1586	ick	0	0	0	0	0
MSTRG.15860	ptgis	0	0	0	0	0
MSTRG.15861	LOC111222167	0	0	0	0	0
MSTRG.15862	LOC111222369	0	0	0	0	0
MSTRG.15863	LOC111222211	0	0	0	0	0
MSTRG.15864	LOC111222148	0	0	0	0	0
MSTRG.15865	LOC111222220	0	0	0	0	0
MSTRG.15866	LOC111222322	0	0	0	0	0
MSTRG.15867	LOC111222324	0	0	0	0	0
MSTRG.15868	LOC111222370	0	0	0	0	0
MSTRG.15869	LOC111222164	0	0	0	0	0
MSTRG.1587	MSTRG.2304	0	0	0	0	0
MSTRG.15870	LOC111222342	0	0	0	0	0
MSTRG.15871	LOC111222347	0	0	0	0	0
MSTRG.15872	dgkb	0	0	0	0	0
MSTRG.15873	jhy	0	0	0	0	0
MSTRG.15874	LOC111222343	0	0	0	0	0
MSTRG.15875	cfap58	0	0	0	0	0
MSTRG.15876	mgat4c	0	0	0	0	0
MSTRG.15877	pth	0	0	0	0	0
MSTRG.15878	jph3	0	0	0	0	0
MSTRG.15879	LOC111222450	0	0	0	0	0
MSTRG.1588	MSTRG.2306	0	0	0	0	0
MSTRG.15880	LOC111223683	0	0	0	0	0
MSTRG.15881	LOC111223682	0	0	0	0	0
MSTRG.15882	LOC111223767	0	0	0	0	0
MSTRG.15883	trnak-cuu	0	0	0	0	0
MSTRG.15884	trnak-cuu	0	0	0	0	0
MSTRG.15885	LOC111223739	0	0	0	0	0
MSTRG.15886	LOC111223685	0	0	0	0	0
MSTRG.15887	LOC111223909	0	0	0	0	0
MSTRG.15888	LOC111223798	0	0	0	0	0
MSTRG.15889	LOC111223842	0	0	0	0	0
MSTRG.1589	plau	0	0	0	0	0
MSTRG.15890	LOC111224226	0	0	0	0	0
MSTRG.15891	LOC111224225	0	0	0	0	0
MSTRG.15892	LOC111224223	0	0	0	0	0
MSTRG.15893	foxn1	0	0	0	0	0
MSTRG.15894	LOC111224314	0	0	0	0	0
MSTRG.15895	gad2	0	0	0	0	0
MSTRG.15896	LOC111224325	0	0	0	0	0
MSTRG.15897	crybb1	0	0	0	0	0
MSTRG.15898	LOC111224384	0	0	0	0	0
MSTRG.15899	LOC111224375	0	0	0	0	0
MSTRG.159	LOC111235227	0	0	0	0	0
MSTRG.1590	LOC111234130	0	0	0	0	0
MSTRG.15900	LOC111219988	0	0	0	0	0
MSTRG.15901	LOC111219672	0	0	0	0	0
MSTRG.15902	LOC111220782	0	0	0	0	0
MSTRG.15903	LOC111220777	0	0	0	0	0
MSTRG.15904	vwc2	0	0	0	0	0
MSTRG.15905	LOC111220766	0	0	0	0	0
MSTRG.15906	LOC111220202	0	0	0	0	0
MSTRG.15907	shisa9	0	0	0	0	0
MSTRG.15908	trnar-ccu	0	0	0	0	0
MSTRG.15909	rbp3	0	0	0	0	0
MSTRG.1591	LOC111234196	0	0	0	0	0
MSTRG.15910	trnar-ccg	0	0	0	0	0
MSTRG.15911	trpa1	0	0	0	0	0
MSTRG.15912	cbln2	0	0	0	0	0
MSTRG.15913	LOC111220932	0	0	0	0	0
MSTRG.15914	LOC111221052	0	0	0	0	0
MSTRG.15915	gpr12	0	0	0	0	0
MSTRG.15916	trnay-gua	0	0	0	0	0
MSTRG.15917	gpr75	0	0	0	0	0
MSTRG.15918	LOC111220742	0	0	0	0	0
MSTRG.15919	map10	0	0	0	0	0
MSTRG.1592	MSTRG.2272	0	0	0	0	0
MSTRG.15920	LOC111216814	0	0	0	0	0
MSTRG.15921	LOC111216813	0	0	0	0	0
MSTRG.15922	LOC111216809	0	0	0	0	0
MSTRG.15923	LOC111216808	0	0	0	0	0
MSTRG.15924	LOC111217207	0	0	0	0	0
MSTRG.15925	ostn	0	0	0	0	0
MSTRG.15926	LOC111216818	0	0	0	0	0
MSTRG.15927	LOC111216817	0	0	0	0	0
MSTRG.15928	LOC111216787	0	0	0	0	0
MSTRG.15929	sptbn4	0	0	0	0	0
MSTRG.1593	LOC111234865	0	0	0	0	0
MSTRG.15930	LOC111217099	0	0	0	0	0
MSTRG.15931	LOC111217021	0	0	0	0	0
MSTRG.15932	LOC111217100	0	0	0	0	0
MSTRG.15933	LOC111217017	0	0	0	0	0
MSTRG.15934	LOC111217016	0	0	0	0	0
MSTRG.15935	LOC111217182	0	0	0	0	0
MSTRG.15936	LOC111217027	0	0	0	0	0
MSTRG.15937	LOC111217024	0	0	0	0	0
MSTRG.15938	LOC111217022	0	0	0	0	0
MSTRG.15939	trnav-cac	0	0	0	0	0
MSTRG.1594	LOC111234324	0	0	0	0	0
MSTRG.15940	trnac-gca	0	0	0	0	0
MSTRG.15941	trnac-gca	0	0	0	0	0
MSTRG.15942	trnac-gca	0	0	0	0	0
MSTRG.15943	trnac-gca	0	0	0	0	0
MSTRG.15944	trnac-gca	0	0	0	0	0
MSTRG.15945	trnac-gca	0	0	0	0	0
MSTRG.15946	rdh8	0	0	0	0	0
MSTRG.15947	LOC111216703	0	0	0	0	0
MSTRG.15948	LOC111216606	0	0	0	0	0
MSTRG.15949	trnal-aag	0	0	0	0	0
MSTRG.1595	echs1	0	0	0	0	0
MSTRG.15950	npy2r	0	0	0	0	0
MSTRG.15951	LOC111216699	0	0	0	0	0
MSTRG.15952	sfrp2	0	0	0	0	0
MSTRG.15953	LOC111216586	0	0	0	0	0
MSTRG.15954	clrn2	0	0	0	0	0
MSTRG.15955	lynx1	0	0	0	0	0
MSTRG.15956	mtnr1a	0	0	0	0	0
MSTRG.15957	LOC111216922	0	0	0	0	0
MSTRG.15958	pou4f2	0	0	0	0	0
MSTRG.15959	fgfbp2	0	0	0	0	0
MSTRG.1596	MSTRG.2280	0	0	0	0	0
MSTRG.15960	LOC111217903	0	0	0	0	0
MSTRG.15961	LOC111217975	0	0	0	0	0
MSTRG.15962	qprt	0	0	0	0	0
MSTRG.15963	card14	0	0	0	0	0
MSTRG.15964	trnas-aga	0	0	0	0	0
MSTRG.15965	LOC111218631	0	0	0	0	0
MSTRG.15966	LOC111218799	0	0	0	0	0
MSTRG.15967	LOC111218788	0	0	0	0	0
MSTRG.15968	LOC111218823	0	0	0	0	0
MSTRG.15969	LOC111218822	0	0	0	0	0
MSTRG.1597	znf511	0	0	0	0	0
MSTRG.15970	LOC111218706	0	0	0	0	0
MSTRG.15971	trnaa-cgc	0	0	0	0	0
MSTRG.15972	LOC111218854	0	0	0	0	0
MSTRG.15973	LOC111218853	0	0	0	0	0
MSTRG.15974	LOC111218851	0	0	0	0	0
MSTRG.15975	vwc2l	0	0	0	0	0
MSTRG.15976	LOC111218207	0	0	0	0	0
MSTRG.15977	htr1f	0	0	0	0	0
MSTRG.15978	LOC111218704	0	0	0	0	0
MSTRG.15979	LOC111218889	0	0	0	0	0
MSTRG.1598	MSTRG.2284	0	0	0	0	0
MSTRG.15980	LOC111217397	0	0	0	0	0
MSTRG.15981	LOC111217271	0	0	0	0	0
MSTRG.15982	LOC111217349	0	0	0	0	0
MSTRG.15983	LOC111217296	0	0	0	0	0
MSTRG.15984	ss18l1	0	0	0	0	0
MSTRG.15985	trnak-cuu	0	0	0	0	0
MSTRG.15986	LOC111217283	0	0	0	0	0
MSTRG.15987	LOC111217374	0	0	0	0	0
MSTRG.15988	LOC111217281	0	0	0	0	0
MSTRG.15989	LOC111217305	0	0	0	0	0
MSTRG.1599	MSTRG.2286	0	0	0	0	0
MSTRG.15990	LOC111217546	0	0	0	0	0
MSTRG.15991	neurod2	0	0	0	0	0
MSTRG.15992	LOC111217674	0	0	0	0	0
MSTRG.15993	LOC111217772	0	0	0	0	0
MSTRG.15994	LOC111217701	0	0	0	0	0
MSTRG.15995	LOC111217732	0	0	0	0	0
MSTRG.15996	rcvrn	0	0	0	0	0
MSTRG.15997	LOC111217807	0	0	0	0	0
MSTRG.15998	LOC111217748	0	0	0	0	0
MSTRG.15999	LOC111217735	0	0	0	0	0
MSTRG.16	LOC111233528	0	0	0	0	0
MSTRG.160	MSTRG.22411	0	0	0	0	0
MSTRG.1600	MSTRG.2157	0	0	0	0	0
MSTRG.16000	LOC111234167	0	0	0	0	0
MSTRG.16001	MSTRG.21346	0	0	0	0	0
MSTRG.16002	wdr70	0	0	0	0	0
MSTRG.16003	MSTRG.21342	0	0	0	0	0
MSTRG.16004	MSTRG.21360	0	0	0	0	0
MSTRG.16005	ndfip1	0	0	0	0	0
MSTRG.16006	MSTRG.21354	0	0	0	0	0
MSTRG.16007	MSTRG.21351	0	0	0	0	0
MSTRG.16008	MSTRG.21367	0	0	0	0	0
MSTRG.16009	LOC111234515	0	0	0	0	0
MSTRG.1601	MSTRG.2159	0	0	0	0	0
MSTRG.16010	LOC111234174	0	0	0	0	0
MSTRG.16011	mks1	0	0	0	0	0
MSTRG.16012	LOC111234293	0	0	0	0	0
MSTRG.16013	MSTRG.21481	0	0	0	0	0
MSTRG.16014	MSTRG.21479	0	0	0	0	0
MSTRG.16015	proser1	0	0	0	0	0
MSTRG.16016	thsd1	0	0	0	0	0
MSTRG.16017	MSTRG.21490	0	0	0	0	0
MSTRG.16018	MSTRG.21487	0	0	0	0	0
MSTRG.16019	MSTRG.21501	0	0	0	0	0
MSTRG.1602	slc19a2	0	0	0	0	0
MSTRG.16020	cunh11orf87	0	0	0	0	0
MSTRG.16021	psmg1	0	0	0	0	0
MSTRG.16022	MSTRG.21520	0	0	0	0	0
MSTRG.16023	MSTRG.21519	0	0	0	0	0
MSTRG.16024	MSTRG.21517	0	0	0	0	0
MSTRG.16025	MSTRG.21515	0	0	0	0	0
MSTRG.16026	MSTRG.21529	0	0	0	0	0
MSTRG.16027	MSTRG.21527	0	0	0	0	0
MSTRG.16028	MSTRG.21525	0	0	0	0	0
MSTRG.16029	MSTRG.21522	0	0	0	0	0
MSTRG.1603	cars2	0	0	0	0	0
MSTRG.16030	MSTRG.21513	0	0	0	0	0
MSTRG.16031	nle1	0	0	0	0	0
MSTRG.16032	MSTRG.21511	0	0	0	0	0
MSTRG.16033	MSTRG.21429	0	0	0	0	0
MSTRG.16034	MSTRG.21428	0	0	0	0	0
MSTRG.16035	MSTRG.21427	0	0	0	0	0
MSTRG.16036	cunh5orf24	0	0	0	0	0
MSTRG.16037	LOC111234323	0	0	0	0	0
MSTRG.16038	MSTRG.21433	0	0	0	0	0
MSTRG.16039	txndc15	0	0	0	0	0
MSTRG.1604	LOC111233436	0	0	0	0	0
MSTRG.16040	MSTRG.21423	0	0	0	0	0
MSTRG.16041	camlg	0	0	0	0	0
MSTRG.16042	MSTRG.21420	0	0	0	0	0
MSTRG.16043	sar1b	0	0	0	0	0
MSTRG.16044	MSTRG.21458	0	0	0	0	0
MSTRG.16045	MSTRG.21457	0	0	0	0	0
MSTRG.16046	MSTRG.21455	0	0	0	0	0
MSTRG.16047	MSTRG.21454	0	0	0	0	0
MSTRG.16048	MSTRG.21460	0	0	0	0	0
MSTRG.16049	MSTRG.21459	0	0	0	0	0
MSTRG.1605	MSTRG.2168	0	0	0	0	0
MSTRG.16050	MSTRG.21449	0	0	0	0	0
MSTRG.16051	LOC111234265	0	0	0	0	0
MSTRG.16052	MSTRG.21452	0	0	0	0	0
MSTRG.16053	pgrmc1	0	0	0	0	0
MSTRG.16054	MSTRG.21450	0	0	0	0	0
MSTRG.16055	MSTRG.21595	0	0	0	0	0
MSTRG.16056	LOC111234463	0	0	0	0	0
MSTRG.16057	MSTRG.21593	0	0	0	0	0
MSTRG.16058	LOC111234371	0	0	0	0	0
MSTRG.16059	MSTRG.21596	0	0	0	0	0
MSTRG.1606	MSTRG.2170	0	0	0	0	0
MSTRG.16060	LOC111234501	0	0	0	0	0
MSTRG.16061	MSTRG.21586	0	0	0	0	0
MSTRG.16062	MSTRG.21591	0	0	0	0	0
MSTRG.16063	MSTRG.21590	0	0	0	0	0
MSTRG.16064	LOC111234425	0	0	0	0	0
MSTRG.16065	MSTRG.21588	0	0	0	0	0
MSTRG.16066	LOC111234312	0	0	0	0	0
MSTRG.16067	LOC111234406	0	0	0	0	0
MSTRG.16068	MSTRG.21617	0	0	0	0	0
MSTRG.16069	MSTRG.21616	0	0	0	0	0
MSTRG.1607	MSTRG.2172	0	0	0	0	0
MSTRG.16070	MSTRG.21611	0	0	0	0	0
MSTRG.16071	MSTRG.21610	0	0	0	0	0
MSTRG.16072	MSTRG.21609	0	0	0	0	0
MSTRG.16073	MSTRG.21615	0	0	0	0	0
MSTRG.16074	LOC111234454	0	0	0	0	0
MSTRG.16075	LOC111234386	0	0	0	0	0
MSTRG.16076	LOC111234545	0	0	0	0	0
MSTRG.16077	MSTRG.21553	0	0	0	0	0
MSTRG.16078	LOC111234450	0	0	0	0	0
MSTRG.16079	MSTRG.21551	0	0	0	0	0
MSTRG.1608	LOC111232822	0	0	0	0	0
MSTRG.16080	LOC111234573	0	0	0	0	0
MSTRG.16081	vsig10l2	0	0	0	0	0
MSTRG.16082	MSTRG.21544	0	0	0	0	0
MSTRG.16083	LOC111234579	0	0	0	0	0
MSTRG.16084	alg9	0	0	0	0	0
MSTRG.16085	MSTRG.21549	0	0	0	0	0
MSTRG.16086	LOC111234364	0	0	0	0	0
MSTRG.16087	chek1	0	0	0	0	0
MSTRG.16088	trnah-gug	0	0	0	0	0
MSTRG.16089	trnar-acg	0	0	0	0	0
MSTRG.1609	LOC111233080	0	0	0	0	0
MSTRG.16090	trnar-acg	0	0	0	0	0
MSTRG.16091	trnah-gug	0	0	0	0	0
MSTRG.16092	trnar-acg	0	0	0	0	0
MSTRG.16093	trnar-acg	0	0	0	0	0
MSTRG.16094	trnar-acg	0	0	0	0	0
MSTRG.16095	trnah-gug	0	0	0	0	0
MSTRG.16096	trnar-acg	0	0	0	0	0
MSTRG.16097	trnah-gug	0	0	0	0	0
MSTRG.16098	trnar-acg	0	0	0	0	0
MSTRG.16099	MSTRG.21625	0	0	0	0	0
MSTRG.161	LOC111235167	0	0	0	0	0
MSTRG.1610	MSTRG.2155	0	0	0	0	0
MSTRG.16100	trnae-uuc	0	0	0	0	0
MSTRG.16101	trnae-uuc	0	0	0	0	0
MSTRG.16102	trnae-uuc	0	0	0	0	0
MSTRG.16103	alkbh3	0	0	0	0	0
MSTRG.16104	MSTRG.16769	0	0	0	0	0
MSTRG.16105	LOC111229608	0	0	0	0	0
MSTRG.16106	LOC111229738	0	0	0	0	0
MSTRG.16107	MSTRG.16775	0	0	0	0	0
MSTRG.16108	api5	0	0	0	0	0
MSTRG.16109	hsd17b12	0	0	0	0	0
MSTRG.1611	MSTRG.2125	0	0	0	0	0
MSTRG.16110	ptdss2	0	0	0	0	0
MSTRG.16111	MSTRG.16706	0	0	0	0	0
MSTRG.16112	MSTRG.16704	0	0	0	0	0
MSTRG.16113	MSTRG.16702	0	0	0	0	0
MSTRG.16114	MSTRG.16716	0	0	0	0	0
MSTRG.16115	cat	0	0	0	0	0
MSTRG.16116	MSTRG.16712	0	0	0	0	0
MSTRG.16117	MSTRG.16710	0	0	0	0	0
MSTRG.16118	MSTRG.16719	0	0	0	0	0
MSTRG.16119	MSTRG.16718	0	0	0	0	0
MSTRG.1612	prkx	0	0	0	0	0
MSTRG.16120	MSTRG.16701	0	0	0	0	0
MSTRG.16121	MSTRG.16732	0	0	0	0	0
MSTRG.16122	MSTRG.16730	0	0	0	0	0
MSTRG.16123	MSTRG.16728	0	0	0	0	0
MSTRG.16124	LOC111229740	0	0	0	0	0
MSTRG.16125	LOC111229617	0	0	0	0	0
MSTRG.16126	MSTRG.16737	0	0	0	0	0
MSTRG.16127	adpgk	0	0	0	0	0
MSTRG.16128	LOC111229545	0	0	0	0	0
MSTRG.16129	LOC111229784	0	0	0	0	0
MSTRG.1613	LOC111233043	0	0	0	0	0
MSTRG.16130	MSTRG.16725	0	0	0	0	0
MSTRG.16131	MSTRG.16724	0	0	0	0	0
MSTRG.16132	MSTRG.16808	0	0	0	0	0
MSTRG.16133	nrip3	0	0	0	0	0
MSTRG.16134	MSTRG.16805	0	0	0	0	0
MSTRG.16135	LOC111229741	0	0	0	0	0
MSTRG.16136	MSTRG.16815	0	0	0	0	0
MSTRG.16137	LOC111229881	0	0	0	0	0
MSTRG.16138	MSTRG.16811	0	0	0	0	0
MSTRG.16139	wee1	0	0	0	0	0
MSTRG.1614	MSTRG.2131	0	0	0	0	0
MSTRG.16140	MSTRG.16802	0	0	0	0	0
MSTRG.16141	MSTRG.16801	0	0	0	0	0
MSTRG.16142	LOC111229665	0	0	0	0	0
MSTRG.16143	MSTRG.16824	0	0	0	0	0
MSTRG.16144	MSTRG.16823	0	0	0	0	0
MSTRG.16145	znrf1	0	0	0	0	0
MSTRG.16146	ldhd	0	0	0	0	0
MSTRG.16147	LOC111229668	0	0	0	0	0
MSTRG.16148	ndrg4	0	0	0	0	0
MSTRG.16149	gins3	0	0	0	0	0
MSTRG.1615	MSTRG.2133	0	0	0	0	0
MSTRG.16150	MSTRG.16820	0	0	0	0	0
MSTRG.16151	LOC111229790	0	0	0	0	0
MSTRG.16152	LOC111229836	0	0	0	0	0
MSTRG.16153	LOC111229734	0	0	0	0	0
MSTRG.16154	pik3c2a	0	0	0	0	0
MSTRG.16155	nucb2	0	0	0	0	0
MSTRG.16156	MSTRG.16784	0	0	0	0	0
MSTRG.16157	MSTRG.16783	0	0	0	0	0
MSTRG.16158	MSTRG.16788	0	0	0	0	0
MSTRG.16159	rps13	0	0	0	0	0
MSTRG.1616	MSTRG.2135	0	0	0	0	0
MSTRG.16160	MSTRG.16778	0	0	0	0	0
MSTRG.16161	MSTRG.16782	0	0	0	0	0
MSTRG.16162	LOC111229787	0	0	0	0	0
MSTRG.16163	MSTRG.16780	0	0	0	0	0
MSTRG.16164	MSTRG.16779	0	0	0	0	0
MSTRG.16165	psma1	0	0	0	0	0
MSTRG.16166	insc	0	0	0	0	0
MSTRG.16167	MSTRG.16796	0	0	0	0	0
MSTRG.16168	MSTRG.16795	0	0	0	0	0
MSTRG.16169	LOC111229796	0	0	0	0	0
MSTRG.1617	MSTRG.2137	0	0	0	0	0
MSTRG.16170	MSTRG.16790	0	0	0	0	0
MSTRG.16171	MSTRG.16789	0	0	0	0	0
MSTRG.16172	MSTRG.16794	0	0	0	0	0
MSTRG.16173	LOC111229674	0	0	0	0	0
MSTRG.16174	MSTRG.16792	0	0	0	0	0
MSTRG.16175	LOC111229733	0	0	0	0	0
MSTRG.16176	MSTRG.16852	0	0	0	0	0
MSTRG.16177	tat	0	0	0	0	0
MSTRG.16178	tldc1	0	0	0	0	0
MSTRG.16179	plcg2	0	0	0	0	0
MSTRG.1618	pudp	0	0	0	0	0
MSTRG.16180	LOC111229801	0	0	0	0	0
MSTRG.16181	LOC111229718	0	0	0	0	0
MSTRG.16182	MSTRG.16841	0	0	0	0	0
MSTRG.16183	cmip	0	0	0	0	0
MSTRG.16184	MSTRG.16847	0	0	0	0	0
MSTRG.16185	MSTRG.16846	0	0	0	0	0
MSTRG.16186	gan	0	0	0	0	0
MSTRG.16187	pdf	0	0	0	0	0
MSTRG.16188	MSTRG.16864	0	0	0	0	0
MSTRG.16189	MSTRG.16863	0	0	0	0	0
MSTRG.1619	MSTRG.2141	0	0	0	0	0
MSTRG.16190	MSTRG.16857	0	0	0	0	0
MSTRG.16191	klhl36	0	0	0	0	0
MSTRG.16192	MSTRG.16855	0	0	0	0	0
MSTRG.16193	MSTRG.16854	0	0	0	0	0
MSTRG.16194	MSTRG.16862	0	0	0	0	0
MSTRG.16195	MSTRG.16861	0	0	0	0	0
MSTRG.16196	LOC111229553	0	0	0	0	0
MSTRG.16197	MSTRG.16858	0	0	0	0	0
MSTRG.16198	MSTRG.16831	0	0	0	0	0
MSTRG.16199	cunh11orf49	0	0	0	0	0
MSTRG.162	MSTRG.22416	0	0	0	0	0
MSTRG.1620	MSTRG.1995	0	0	0	0	0
MSTRG.16200	MSTRG.16649	0	0	0	0	0
MSTRG.16201	MSTRG.16647	0	0	0	0	0
MSTRG.16202	nuak1	0	0	0	0	0
MSTRG.16203	MSTRG.16657	0	0	0	0	0
MSTRG.16204	twf1	0	0	0	0	0
MSTRG.16205	MSTRG.16653	0	0	0	0	0
MSTRG.16206	MSTRG.16664	0	0	0	0	0
MSTRG.16207	tubgcp6	0	0	0	0	0
MSTRG.16208	appl2	0	0	0	0	0
MSTRG.16209	MSTRG.16661	0	0	0	0	0
MSTRG.1621	npdc1	0	0	0	0	0
MSTRG.16210	MSTRG.16375	0	0	0	0	0
MSTRG.16211	MSTRG.16372	0	0	0	0	0
MSTRG.16212	LOC111229211	0	0	0	0	0
MSTRG.16213	LOC111229336	0	0	0	0	0
MSTRG.16214	LOC111229471	0	0	0	0	0
MSTRG.16215	MSTRG.16381	0	0	0	0	0
MSTRG.16216	MSTRG.16379	0	0	0	0	0
MSTRG.16217	pitpnc1	0	0	0	0	0
MSTRG.16218	MSTRG.16388	0	0	0	0	0
MSTRG.16219	LOC111229429	0	0	0	0	0
MSTRG.1622	MSTRG.1966	0	0	0	0	0
MSTRG.16220	MSTRG.16403	0	0	0	0	0
