Gene_id	T14A	T0A	T0B	T14B
MSTRG.17082	0	0	0	0
MSTRG.17083	0	0	0	0
MSTRG.17084	0	0	0	0
MSTRG.17085	0	0	0	0
MSTRG.17086	0	0	0	0
MSTRG.17087	0	0	0	0
MSTRG.17088	0	0	0	0
MSTRG.17089	0	0	0	0
MSTRG.1709	0	0	0	0
MSTRG.17090	0	0	0	0
MSTRG.17091	0	0	0	0
MSTRG.17092	0	0	0	0
MSTRG.17093	0	0	0	0
MSTRG.17094	0	0	0	0
MSTRG.17095	0	0	0	0
MSTRG.17096	0	0	0	0
MSTRG.17097	0	0	0	0
MSTRG.17098	0	0	0	0
MSTRG.17099	0	0	0	0
MSTRG.171	0	0	0	0
MSTRG.1710	0	0	0	0
MSTRG.17100	0	0	0	0
MSTRG.17101	0	0	0	0
MSTRG.17102	0	0	0	0
MSTRG.17103	0	0	0	0
MSTRG.17104	0	0	0	0
MSTRG.17105	0	0	0	0
MSTRG.17106	0	0	0	0
MSTRG.17107	0	0	0	0
MSTRG.17108	0	0	0	0
MSTRG.17109	0	0	0	0
MSTRG.1711	0	0	0	0
MSTRG.17110	0	0	0	0
MSTRG.17111	0	0	0	0
MSTRG.17112	0	0	0	0
MSTRG.17113	0	0	0	0
MSTRG.17114	0	0	0	0
MSTRG.17115	0	0	0	0
MSTRG.17116	0	0	0	0
MSTRG.17117	0	0	0	0
MSTRG.17118	0	0	0	0
MSTRG.17119	0	0	0	0
MSTRG.1712	0	0	0	0
MSTRG.17120	0	0	0	0
MSTRG.17121	0	0	0	0
MSTRG.17122	0	0	0	0
MSTRG.17123	0	0	0	0
MSTRG.17124	0	0	0	0
MSTRG.17125	0	0	0	0
MSTRG.17126	0	0	0	0
MSTRG.17127	0	0	0	0
MSTRG.17128	0	0	0	0
MSTRG.17129	0	0	0	0
MSTRG.1713	0	0	0	0
MSTRG.17130	0	0	0	0
MSTRG.17131	0	0	0	0
MSTRG.17132	0	0	0	0
MSTRG.17133	0	0	0	0
MSTRG.17134	0	0	0	0
MSTRG.17135	0	0	0	0
MSTRG.17136	0	0	0	0
MSTRG.17137	0	0	0	0
MSTRG.17138	0	0	0	0
MSTRG.17139	0	0	0	0
MSTRG.1714	0	0	0	0
MSTRG.17140	0	0	0	0
MSTRG.17141	0	0	0	0
MSTRG.17142	0	0	0	0
MSTRG.17143	0	0	0	0
MSTRG.17144	0	0	0	0
MSTRG.17145	0	0	0	0
MSTRG.17146	0	0	0	0
MSTRG.17147	0	0	0	0
MSTRG.17148	0	0	0	0
MSTRG.17149	0	0	0	0
MSTRG.1715	0	0	0	0
MSTRG.17150	0	0	0	0
MSTRG.17151	0	0	0	0
MSTRG.17152	0	0	0	0
MSTRG.17153	0	0	0	0
MSTRG.17154	0	0	0	0
MSTRG.17155	0	0	0	0
MSTRG.17156	0	0	0	0
MSTRG.17157	0	0	0	0
MSTRG.17158	0	0	0	0
MSTRG.17159	0	0	0	0
MSTRG.1716	0	0	0	0
MSTRG.17160	0	0	0	0
MSTRG.17161	0	0	0	0
MSTRG.17162	0	0	0	0
MSTRG.17163	0	0	0	0
MSTRG.17164	0	0	0	0
MSTRG.17165	0	0	0	0
MSTRG.17166	0	0	0	0
MSTRG.17167	0	0	0	0
MSTRG.17168	0	0	0	0
MSTRG.17169	0	0	0	0
MSTRG.1717	0	0	0	0
MSTRG.17170	0	0	0	0
MSTRG.17171	0	0	0	0
MSTRG.17172	0	0	0	0
MSTRG.17173	0	0	0	0
MSTRG.17174	0	0	0	0
MSTRG.17175	0	0	0	0
MSTRG.17176	0	0	0	0
MSTRG.17177	0	0	0	0
MSTRG.17178	0	0	0	0
MSTRG.17179	0	0	0	0
MSTRG.1718	0	0	0	0
MSTRG.17180	0	0	0	0
MSTRG.17181	0	0	0	0
MSTRG.17182	0	0	0	0
MSTRG.17183	0	0	0	0
MSTRG.17184	0	0	0	0
MSTRG.17185	0	0	0	0
MSTRG.17186	0	0	0	0
MSTRG.17187	0	0	0	0
MSTRG.17188	0	0	0	0
MSTRG.17189	0	0	0	0
MSTRG.1719	0	0	0	0
MSTRG.17190	0	0	0	0
MSTRG.17191	0	0	0	0
MSTRG.17192	0	0	0	0
MSTRG.17193	0	0	0	0
MSTRG.17194	0	0	0	0
MSTRG.17195	0	0	0	0
MSTRG.17196	0	0	0	0
MSTRG.17197	0	0	0	0
MSTRG.17198	0	0	0	0
MSTRG.17199	0	0	0	0
MSTRG.172	0	0	0	0
MSTRG.1720	0	0	0	0
MSTRG.17200	0	0	0	0
MSTRG.17201	0	0	0	0
MSTRG.17202	0	0	0	0
MSTRG.17203	0	0	0	0
MSTRG.17204	0	0	0	0
MSTRG.17205	0	0	0	0
MSTRG.17206	0	0	0	0
MSTRG.17207	0	0	0	0
MSTRG.17208	0	0	0	0
MSTRG.17209	0	0	0	0
MSTRG.1721	0	0	0	0
MSTRG.17210	0	0	0	0
MSTRG.17211	0	0	0	0
MSTRG.17212	0	0	0	0
MSTRG.17213	0	0	0	0
MSTRG.17214	0	0	0	0
MSTRG.17215	0	0	0	0
MSTRG.17216	0	0	0	0
MSTRG.17217	0	0	0	0
MSTRG.17218	0	0	0	0
MSTRG.17219	0	0	0	0
MSTRG.1722	0	0	0	0
MSTRG.17220	0	0	0	0
MSTRG.17221	0	0	0	0
MSTRG.17222	0	0	0	0
MSTRG.17223	0	0	0	0
MSTRG.17224	0	0	0	0
MSTRG.17225	0	0	0	0
MSTRG.17226	0	0	0	0
MSTRG.17227	0	0	0	0
MSTRG.17228	0	0	0	0
MSTRG.17229	0	0	0	0
MSTRG.1723	0	0	0	0
MSTRG.17230	0	0	0	0
MSTRG.17231	0	0	0	0
MSTRG.17232	0	0	0	0
MSTRG.17233	0	0	0	0
MSTRG.17234	0	0	0	0
MSTRG.17235	0	0	0	0
MSTRG.17236	0	0	0	0
MSTRG.17237	0	0	0	0
MSTRG.17238	0	0	0	0
MSTRG.17239	0	0	0	0
MSTRG.1724	0	0	0	0
MSTRG.17240	0	0	0	0
MSTRG.17241	0	0	0	0
MSTRG.17242	0	0	0	0
MSTRG.17243	0	0	0	0
MSTRG.17244	0	0	0	0
MSTRG.17245	0	0	0	0
MSTRG.17246	0	0	0	0
MSTRG.17247	0	0	0	0
MSTRG.17248	0	0	0	0
MSTRG.17249	0	0	0	0
MSTRG.1725	0	0	0	0
MSTRG.17250	0	0	0	0
MSTRG.17251	0	0	0	0
MSTRG.17252	0	0	0	0
MSTRG.17253	0	0	0	0
MSTRG.17254	0	0	0	0
MSTRG.17255	0	0	0	0
MSTRG.17256	0	0	0	0
MSTRG.17257	0	0	0	0
MSTRG.17258	0	0	0	0
MSTRG.17259	0	0	0	0
MSTRG.1726	0	0	0	0
MSTRG.17260	0	0	0	0
MSTRG.17261	0	0	0	0
MSTRG.17262	0	0	0	0
MSTRG.17263	0	0	0	0
MSTRG.17264	0	0	0	0
MSTRG.17265	0	0	0	0
MSTRG.17266	0	0	0	0
MSTRG.17267	0	0	0	0
MSTRG.17268	0	0	0	0
MSTRG.17269	0	0	0	0
MSTRG.1727	0	0	0	0
MSTRG.17270	0	0	0	0
MSTRG.17271	0	0	0	0
MSTRG.17272	0	0	0	0
MSTRG.17273	0	0	0	0
MSTRG.17274	0	0	0	0
MSTRG.17275	0	0	0	0
MSTRG.17276	0	0	0	0
MSTRG.17277	0	0	0	0
MSTRG.17278	0	0	0	0
MSTRG.17279	0	0	0	0
MSTRG.1728	0	0	0	0
MSTRG.17280	0	0	0	0
MSTRG.17281	0	0	0	0
MSTRG.17282	0	0	0	0
MSTRG.17283	0	0	0	0
MSTRG.17284	0	0	0	0
MSTRG.17285	0	0	0	0
MSTRG.17286	0	0	0	0
MSTRG.17287	0	0	0	0
MSTRG.17288	0	0	0	0
MSTRG.17289	0	0	0	0
MSTRG.1729	0	0	0	0
MSTRG.17290	0	0	0	0
MSTRG.17291	0	0	0	0
MSTRG.17292	0	0	0	0
MSTRG.17293	0	0	0	0
MSTRG.17294	0	0	0	0
MSTRG.17295	0	0	0	0
MSTRG.17296	0	0	0	0
MSTRG.17297	0	0	0	0
MSTRG.17298	0	0	0	0
MSTRG.17299	0	0	0	0
MSTRG.173	0	0	0	0
MSTRG.1730	0	0	0	0
MSTRG.17300	0	0	0	0
MSTRG.17301	0	0	0	0
MSTRG.17302	0	0	0	0
MSTRG.17303	0	0	0	0
MSTRG.17304	0	0	0	0
MSTRG.17305	0	0	0	0
MSTRG.17306	0	0	0	0
MSTRG.17307	0	0	0	0
MSTRG.17308	0	0	0	0
MSTRG.17309	0	0	0	0
MSTRG.1731	0	0	0	0
MSTRG.17310	0	0	0	0
MSTRG.17311	0	0	0	0
MSTRG.17312	0	0	0	0
MSTRG.17313	0	0	0	0
MSTRG.17314	0	0	0	0
MSTRG.17315	0	0	0	0
MSTRG.17316	0	0	0	0
MSTRG.17317	0	0	0	0
MSTRG.17318	0	0	0	0
MSTRG.17319	0	0	0	0
MSTRG.1732	0	0	0	0
MSTRG.17320	0	0	0	0
MSTRG.17321	0	0	0	0
MSTRG.17322	0	0	0	0
MSTRG.17323	0	0	0	0
MSTRG.17324	0	0	0	0
MSTRG.17325	0	0	0	0
MSTRG.17326	0	0	0	0
MSTRG.17327	0	0	0	0
MSTRG.17328	0	0	0	0
MSTRG.17329	0	0	0	0
MSTRG.1733	0	0	0	0
MSTRG.17330	0	0	0	0
MSTRG.17331	0	0	0	0
MSTRG.17332	0	0	0	0
MSTRG.17333	0	0	0	0
MSTRG.17334	0	0	0	0
MSTRG.17335	0	0	0	0
MSTRG.17336	0	0	0	0
MSTRG.17337	0	0	0	0
MSTRG.17338	0	0	0	0
MSTRG.17339	0	0	0	0
MSTRG.1734	0	0	0	0
MSTRG.17340	0	0	0	0
MSTRG.17341	0	0	0	0
MSTRG.17342	0	0	0	0
MSTRG.17343	0	0	0	0
MSTRG.17344	0	0	0	0
MSTRG.17345	0	0	0	0
MSTRG.17346	0	0	0	0
MSTRG.17347	0	0	0	0
MSTRG.17348	0	0	0	0
MSTRG.17349	0	0	0	0
MSTRG.1735	0	0	0	0
MSTRG.17350	0	0	0	0
MSTRG.17351	0	0	0	0
MSTRG.17352	0	0	0	0
MSTRG.17353	0	0	0	0
MSTRG.17354	0	0	0	0
MSTRG.17355	0	0	0	0
MSTRG.17356	0	0	0	0
MSTRG.17357	0	0	0	0
MSTRG.17358	0	0	0	0
MSTRG.17359	0	0	0	0
MSTRG.1736	0	0	0	0
MSTRG.17360	0	0	0	0
MSTRG.17361	0	0	0	0
MSTRG.17362	0	0	0	0
MSTRG.17363	0	0	0	0
MSTRG.17364	0	0	0	0
MSTRG.17365	0	0	0	0
MSTRG.17366	0	0	0	0
MSTRG.17367	0	0	0	0
MSTRG.17368	0	0	0	0
MSTRG.17369	0	0	0	0
MSTRG.1737	0	0	0	0
MSTRG.17370	0	0	0	0
MSTRG.17371	0	0	0	0
MSTRG.17372	0	0	0	0
MSTRG.17373	0	0	0	0
MSTRG.17374	0	0	0	0
MSTRG.17375	0	0	0	0
MSTRG.17376	0	0	0	0
MSTRG.17377	0	0	0	0
MSTRG.17378	0	0	0	0
MSTRG.17379	0	0	0	0
MSTRG.1738	0	0	0	0
MSTRG.17380	0	0	0	0
MSTRG.17381	0	0	0	0
MSTRG.17382	0	0	0	0
MSTRG.17383	0	0	0	0
MSTRG.17384	0	0	0	0
MSTRG.17385	0	0	0	0
MSTRG.17386	0	0	0	0
MSTRG.17387	0	0	0	0
MSTRG.17388	0	0	0	0
MSTRG.17389	0	0	0	0
MSTRG.1739	0	0	0	0
MSTRG.17390	0	0	0	0
MSTRG.17391	0	0	0	0
MSTRG.17392	0	0	0	0
MSTRG.17393	0	0	0	0
MSTRG.17394	0	0	0	0
MSTRG.17395	0	0	0	0
MSTRG.17396	0	0	0	0
MSTRG.17397	0	0	0	0
MSTRG.17398	0	0	0	0
MSTRG.17399	0	0	0	0
MSTRG.174	0	0	0	0
MSTRG.1740	0	0	0	0
MSTRG.17400	0	0	0	0
MSTRG.17401	0	0	0	0
MSTRG.17402	0	0	0	0
MSTRG.17403	0	0	0	0
MSTRG.17404	0	0	0	0
MSTRG.17405	0	0	0	0
MSTRG.17406	0	0	0	0
MSTRG.17407	0	0	0	0
MSTRG.17408	0	0	0	0
MSTRG.17409	0	0	0	0
MSTRG.1741	0	0	0	0
MSTRG.17410	0	0	0	0
MSTRG.17411	0	0	0	0
MSTRG.17412	0	0	0	0
MSTRG.17413	0	0	0	0
MSTRG.17414	0	0	0	0
MSTRG.17415	0	0	0	0
MSTRG.17416	0	0	0	0
MSTRG.17417	0	0	0	0
MSTRG.17418	0	0	0	0
MSTRG.17419	0	0	0	0
MSTRG.1742	0	0	0	0
MSTRG.17420	0	0	0	0
MSTRG.17421	0	0	0	0
MSTRG.17422	0	0	0	0
MSTRG.17423	0	0	0	0
MSTRG.17424	0	0	0	0
MSTRG.17425	0	0	0	0
MSTRG.17426	0	0	0	0
MSTRG.17427	0	0	0	0
MSTRG.17428	0	0	0	0
MSTRG.17429	0	0	0	0
MSTRG.1743	0	0	0	0
MSTRG.17430	0	0	0	0
MSTRG.17431	0	0	0	0
MSTRG.17432	0	0	0	0
MSTRG.17433	0	0	0	0
MSTRG.17434	0	0	0	0
MSTRG.17435	0	0	0	0
MSTRG.17436	0	0	0	0
MSTRG.17437	0	0	0	0
MSTRG.17438	0	0	0	0
MSTRG.17439	0	0	0	0
MSTRG.1744	0	0	0	0
MSTRG.17440	0	0	0	0
MSTRG.17441	0	0	0	0
MSTRG.17442	0	0	0	0
MSTRG.17443	0	0	0	0
MSTRG.17444	0	0	0	0
MSTRG.17445	0	0	0	0
MSTRG.17446	0	0	0	0
MSTRG.17447	0	0	0	0
MSTRG.17448	0	0	0	0
MSTRG.17449	0	0	0	0
MSTRG.1745	0	0	0	0
MSTRG.17450	0	0	0	0
MSTRG.17451	0	0	0	0
MSTRG.17452	0	0	0	0
MSTRG.17453	0	0	0	0
MSTRG.17454	0	0	0	0
MSTRG.17455	0	0	0	0
MSTRG.17456	0	0	0	0
MSTRG.17457	0	0	0	0
MSTRG.17458	0	0	0	0
MSTRG.17459	0	0	0	0
MSTRG.1746	0	0	0	0
MSTRG.17460	0	0	0	0
MSTRG.17461	0	0	0	0
MSTRG.17462	0	0	0	0
MSTRG.17463	0	0	0	0
MSTRG.17464	0	0	0	0
MSTRG.17465	0	0	0	0
MSTRG.17466	0	0	0	0
MSTRG.17467	0	0	0	0
MSTRG.17468	0	0	0	0
MSTRG.17469	0	0	0	0
MSTRG.1747	0	0	0	0
MSTRG.17470	0	0	0	0
MSTRG.17471	0	0	0	0
MSTRG.17472	0	0	0	0
MSTRG.17473	0	0	0	0
MSTRG.17474	0	0	0	0
MSTRG.17475	0	0	0	0
MSTRG.17476	0	0	0	0
MSTRG.17477	0	0	0	0
MSTRG.17478	0	0	0	0
MSTRG.17479	0	0	0	0
MSTRG.1748	0	0	0	0
MSTRG.17480	0	0	0	0
MSTRG.17481	0	0	0	0
MSTRG.17482	0	0	0	0
MSTRG.17483	0	0	0	0
MSTRG.17484	0	0	0	0
MSTRG.17485	0	0	0	0
MSTRG.17486	0	0	0	0
MSTRG.17487	0	0	0	0
MSTRG.17488	0	0	0	0
MSTRG.17489	0	0	0	0
MSTRG.1749	0	0	0	0
MSTRG.17490	0	0	0	0
MSTRG.17491	0	0	0	0
MSTRG.17492	0	0	0	0
MSTRG.17493	0	0	0	0
MSTRG.17494	0	0	0	0
MSTRG.17495	0	0	0	0
MSTRG.17496	0	0	0	0
MSTRG.17497	0	0	0	0
MSTRG.17498	0	0	0	0
MSTRG.17499	0	0	0	0
MSTRG.175	0	0	0	0
MSTRG.1750	0	0	0	0
MSTRG.17500	0	0	0	0
MSTRG.17501	0	0	0	0
MSTRG.17502	0	0	0	0
MSTRG.17503	0	0	0	0
MSTRG.17504	0	0	0	0
MSTRG.17505	0	0	0	0
MSTRG.17506	0	0	0	0
MSTRG.17507	0	0	0	0
MSTRG.17508	0	0	0	0
MSTRG.17509	0	0	0	0
MSTRG.1751	0	0	0	0
MSTRG.17510	0	0	0	0
MSTRG.17511	0	0	0	0
MSTRG.17512	0	0	0	0
MSTRG.17513	0	0	0	0
MSTRG.17514	0	0	0	0
MSTRG.17515	0	0	0	0
MSTRG.17516	0	0	0	0
MSTRG.17517	0	0	0	0
MSTRG.17518	0	0	0	0
MSTRG.17519	0	0	0	0
MSTRG.1752	0	0	0	0
MSTRG.17520	0	0	0	0
MSTRG.17521	0	0	0	0
MSTRG.17522	0	0	0	0
MSTRG.17523	0	0	0	0
MSTRG.17524	0	0	0	0
MSTRG.17525	0	0	0	0
MSTRG.17526	0	0	0	0
MSTRG.17527	0	0	0	0
MSTRG.17528	0	0	0	0
MSTRG.17529	0	0	0	0
MSTRG.1753	0	0	0	0
MSTRG.17530	0	0	0	0
MSTRG.17531	0	0	0	0
MSTRG.17532	0	0	0	0
MSTRG.17533	0	0	0	0
MSTRG.17534	0	0	0	0
MSTRG.17535	0	0	0	0
MSTRG.17536	0	0	0	0
MSTRG.17537	0	0	0	0
MSTRG.17538	0	0	0	0
MSTRG.17539	0	0	0	0
MSTRG.1754	0	0	0	0
MSTRG.17540	0	0	0	0
MSTRG.17541	0	0	0	0
MSTRG.17542	0	0	0	0
MSTRG.17543	0	0	0	0
MSTRG.17544	0	0	0	0
MSTRG.17545	0	0	0	0
MSTRG.17546	0	0	0	0
MSTRG.17547	0	0	0	0
MSTRG.17548	0	0	0	0
MSTRG.17549	0	0	0	0
MSTRG.1755	0	0	0	0
MSTRG.17550	0	0	0	0
MSTRG.17551	0	0	0	0
MSTRG.17552	0	0	0	0
MSTRG.17553	0	0	0	0
MSTRG.17554	0	0	0	0
MSTRG.17555	0	0	0	0
MSTRG.17556	0	0	0	0
MSTRG.17557	0	0	0	0
MSTRG.17558	0	0	0	0
MSTRG.17559	0	0	0	0
MSTRG.1756	0	0	0	0
MSTRG.17560	0	0	0	0
MSTRG.17561	0	0	0	0
MSTRG.17562	0	0	0	0
MSTRG.17563	0	0	0	0
MSTRG.17564	0	0	0	0
MSTRG.17565	0	0	0	0
MSTRG.17566	0	0	0	0
MSTRG.17567	0	0	0	0
MSTRG.17568	0	0	0	0
MSTRG.17569	0	0	0	0
MSTRG.1757	0	0	0	0
MSTRG.17570	0	0	0	0
MSTRG.17571	0	0	0	0
MSTRG.17572	0	0	0	0
MSTRG.17573	0	0	0	0
MSTRG.17574	0	0	0	0
MSTRG.17575	0	0	0	0
MSTRG.17576	0	0	0	0
MSTRG.17577	0	0	0	0
MSTRG.17578	0	0	0	0
MSTRG.17579	0	0	0	0
MSTRG.1758	0	0	0	0
MSTRG.17580	0	0	0	0
MSTRG.17581	0	0	0	0
MSTRG.17582	0	0	0	0
MSTRG.17583	0	0	0	0
MSTRG.17584	0	0	0	0
MSTRG.17585	0	0	0	0
MSTRG.17586	0	0	0	0
MSTRG.17587	0	0	0	0
MSTRG.17588	0	0	0	0
MSTRG.17589	0	0	0	0
MSTRG.1759	0	0	0	0
MSTRG.17590	0	0	0	0
MSTRG.17591	0	0	0	0
MSTRG.17592	0	0	0	0
MSTRG.17593	0	0	0	0
MSTRG.17594	0	0	0	0
MSTRG.17595	0	0	0	0
MSTRG.17596	0	0	0	0
MSTRG.17597	0	0	0	0
MSTRG.17598	0	0	0	0
MSTRG.17599	0	0	0	0
MSTRG.176	0	0	0	0
MSTRG.1760	0	0	0	0
MSTRG.17600	0	0	0	0
MSTRG.17601	0	0	0	0
MSTRG.17602	0	0	0	0
MSTRG.17603	0	0	0	0
MSTRG.17604	0	0	0	0
MSTRG.17605	0	0	0	0
MSTRG.17606	0	0	0	0
MSTRG.17607	0	0	0	0
MSTRG.17608	0	0	0	0
MSTRG.17609	0	0	0	0
MSTRG.1761	0	0	0	0
MSTRG.17610	0	0	0	0
MSTRG.17611	0	0	0	0
MSTRG.17612	0	0	0	0
MSTRG.17613	0	0	0	0
MSTRG.17614	0	0	0	0
MSTRG.17615	0	0	0	0
MSTRG.17616	0	0	0	0
MSTRG.17617	0	0	0	0
MSTRG.17618	0	0	0	0
MSTRG.17619	0	0	0	0
MSTRG.1762	0	0	0	0
MSTRG.17620	0	0	0	0
MSTRG.17621	0	0	0	0
MSTRG.17622	0	0	0	0
MSTRG.17623	0	0	0	0
MSTRG.17624	0	0	0	0
MSTRG.17625	0	0	0	0
MSTRG.17626	0	0	0	0
MSTRG.17627	0	0	0	0
MSTRG.17628	0	0	0	0
MSTRG.17629	0	0	0	0
MSTRG.1763	0	0	0	0
MSTRG.17630	0	0	0	0
MSTRG.17631	0	0	0	0
MSTRG.17632	0	0	0	0
MSTRG.17633	0	0	0	0
MSTRG.17634	0	0	0	0
MSTRG.17635	0	0	0	0
MSTRG.17636	0	0	0	0
MSTRG.17637	0	0	0	0
MSTRG.17638	0	0	0	0
MSTRG.17639	0	0	0	0
MSTRG.1764	0	0	0	0
MSTRG.17640	0	0	0	0
MSTRG.17641	0	0	0	0
MSTRG.17642	0	0	0	0
MSTRG.17643	0	0	0	0
MSTRG.17644	0	0	0	0
MSTRG.17645	0	0	0	0
MSTRG.17646	0	0	0	0
MSTRG.17647	0	0	0	0
MSTRG.17648	0	0	0	0
MSTRG.17649	0	0	0	0
MSTRG.1765	0	0	0	0
MSTRG.17650	0	0	0	0
MSTRG.17651	0	0	0	0
MSTRG.17652	0	0	0	0
MSTRG.17653	0	0	0	0
MSTRG.17654	0	0	0	0
MSTRG.17655	0	0	0	0
MSTRG.17656	0	0	0	0
MSTRG.17657	0	0	0	0
MSTRG.17658	0	0	0	0
MSTRG.17659	0	0	0	0
MSTRG.1766	0	0	0	0
MSTRG.17660	0	0	0	0
MSTRG.17661	0	0	0	0
MSTRG.17662	0	0	0	0
MSTRG.17663	0	0	0	0
MSTRG.17664	0	0	0	0
MSTRG.17665	0	0	0	0
MSTRG.17666	0	0	0	0
MSTRG.17667	0	0	0	0
MSTRG.17668	0	0	0	0
MSTRG.17669	0	0	0	0
MSTRG.1767	0	0	0	0
MSTRG.17670	0	0	0	0
MSTRG.17671	0	0	0	0
MSTRG.17672	0	0	0	0
MSTRG.17673	0	0	0	0
MSTRG.17674	0	0	0	0
MSTRG.17675	0	0	0	0
MSTRG.17676	0	0	0	0
MSTRG.17677	0	0	0	0
MSTRG.17678	0	0	0	0
MSTRG.17679	0	0	0	0
MSTRG.1768	0	0	0	0
MSTRG.17680	0	0	0	0
MSTRG.17681	0	0	0	0
MSTRG.17682	0	0	0	0
MSTRG.17683	0	0	0	0
MSTRG.17684	0	0	0	0
MSTRG.17685	0	0	0	0
MSTRG.17686	0	0	0	0
MSTRG.17687	0	0	0	0
MSTRG.17688	0	0	0	0
MSTRG.17689	0	0	0	0
MSTRG.1769	0	0	0	0
MSTRG.17690	0	0	0	0
MSTRG.17691	0	0	0	0
MSTRG.17692	0	0	0	0
MSTRG.17693	0	0	0	0
MSTRG.17694	0	0	0	0
MSTRG.17695	0	0	0	0
MSTRG.17696	0	0	0	0
MSTRG.17697	0	0	0	0
MSTRG.17698	0	0	0	0
MSTRG.17699	0	0	0	0
MSTRG.177	0	0	0	0
MSTRG.1770	0	0	0	0
MSTRG.17700	0	0	0	0
MSTRG.17701	0	0	0	0
MSTRG.17702	0	0	0	0
MSTRG.17703	0	0	0	0
MSTRG.17704	0	0	0	0
MSTRG.17705	0	0	0	0
MSTRG.17706	0	0	0	0
MSTRG.17707	0	0	0	0
MSTRG.17708	0	0	0	0
MSTRG.17709	0	0	0	0
MSTRG.1771	0	0	0	0
MSTRG.17710	0	0	0	0
MSTRG.17711	0	0	0	0
MSTRG.17712	0	0	0	0
MSTRG.17713	0	0	0	0
MSTRG.17714	0	0	0	0
MSTRG.17715	0	0	0	0
MSTRG.17716	0	0	0	0
MSTRG.17717	0	0	0	0
MSTRG.17718	0	0	0	0
MSTRG.17719	0	0	0	0
MSTRG.1772	0	0	0	0
MSTRG.17720	0	0	0	0
MSTRG.17721	0	0	0	0
MSTRG.17722	0	0	0	0
MSTRG.17723	0	0	0	0
MSTRG.17724	0	0	0	0
MSTRG.17725	0	0	0	0
MSTRG.17726	0	0	0	0
MSTRG.17727	0	0	0	0
MSTRG.17728	0	0	0	0
MSTRG.17729	0	0	0	0
MSTRG.1773	0	0	0	0
MSTRG.17730	0	0	0	0
MSTRG.17731	0	0	0	0
MSTRG.17732	0	0	0	0
MSTRG.17733	0	0	0	0
MSTRG.17734	0	0	0	0
MSTRG.17735	0	0	0	0
MSTRG.17736	0	0	0	0
MSTRG.17737	0	0	0	0
MSTRG.17738	0	0	0	0
MSTRG.17739	0	0	0	0
MSTRG.1774	0	0	0	0
MSTRG.17740	0	0	0	0
MSTRG.17741	0	0	0	0
MSTRG.17742	0	0	0	0
MSTRG.17743	0	0	0	0
MSTRG.17744	0	0	0	0
MSTRG.17745	0	0	0	0
MSTRG.17746	0	0	0	0
MSTRG.17747	0	0	0	0
MSTRG.17748	0	0	0	0
MSTRG.17749	0	0	0	0
MSTRG.1775	0	0	0	0
MSTRG.17750	0	0	0	0
MSTRG.17751	0	0	0	0
MSTRG.17752	0	0	0	0
MSTRG.17753	0	0	0	0
MSTRG.17754	0	0	0	0
MSTRG.17755	0	0	0	0
MSTRG.17756	0	0	0	0
MSTRG.17757	0	0	0	0
MSTRG.17758	0	0	0	0
MSTRG.17759	0	0	0	0
MSTRG.1776	0	0	0	0
MSTRG.17760	0	0	0	0
MSTRG.17761	0	0	0	0
MSTRG.17762	0	0	0	0
MSTRG.17763	0	0	0	0
MSTRG.17764	0	0	0	0
MSTRG.17765	0	0	0	0
MSTRG.17766	0	0	0	0
MSTRG.17767	0	0	0	0
MSTRG.17768	0	0	0	0
MSTRG.17769	0	0	0	0
MSTRG.1777	0	0	0	0
MSTRG.17770	0	0	0	0
MSTRG.17771	0	0	0	0
MSTRG.17772	0	0	0	0
MSTRG.17773	0	0	0	0
MSTRG.17774	0	0	0	0
MSTRG.17775	0	0	0	0
MSTRG.17776	0	0	0	0
MSTRG.17777	0	0	0	0
MSTRG.17778	0	0	0	0
MSTRG.17779	0	0	0	0
MSTRG.1778	0	0	0	0
MSTRG.17780	0	0	0	0
MSTRG.17781	0	0	0	0
MSTRG.17782	0	0	0	0
MSTRG.17783	0	0	0	0
MSTRG.17784	0	0	0	0
MSTRG.17785	0	0	0	0
MSTRG.17786	0	0	0	0
MSTRG.17787	0	0	0	0
MSTRG.17788	0	0	0	0
MSTRG.17789	0	0	0	0
MSTRG.1779	0	0	0	0
MSTRG.17790	0	0	0	0
MSTRG.17791	0	0	0	0
MSTRG.17792	0	0	0	0
MSTRG.17793	0	0	0	0
MSTRG.17794	0	0	0	0
MSTRG.17795	0	0	0	0
MSTRG.17796	0	0	0	0
MSTRG.17797	0	0	0	0
MSTRG.17798	0	0	0	0
MSTRG.17799	0	0	0	0
MSTRG.178	0	0	0	0
MSTRG.1780	0	0	0	0
MSTRG.17800	0	0	0	0
MSTRG.17801	0	0	0	0
MSTRG.17802	0	0	0	0
MSTRG.17803	0	0	0	0
MSTRG.17804	0	0	0	0
MSTRG.17805	0	0	0	0
MSTRG.17806	0	0	0	0
MSTRG.17807	0	0	0	0
MSTRG.17808	0	0	0	0
MSTRG.17809	0	0	0	0
MSTRG.1781	0	0	0	0
MSTRG.17810	0	0	0	0
MSTRG.17811	0	0	0	0
MSTRG.17812	0	0	0	0
MSTRG.17813	0	0	0	0
MSTRG.17814	0	0	0	0
MSTRG.17815	0	0	0	0
MSTRG.17816	0	0	0	0
MSTRG.17817	0	0	0	0
MSTRG.17818	0	0	0	0
MSTRG.17819	0	0	0	0
MSTRG.1782	0	0	0	0
MSTRG.17820	0	0	0	0
MSTRG.17821	0	0	0	0
